time,nicv-value
1201,0.0013009538274560617
1202,0.001282113784779381
1203,0.001403009301092313
1204,0.001456820512126042
1205,0.001356533784508797
1206,0.0012088045742245114
1207,0.0014908058235486856
1208,0.001407839799229227
1209,0.00133883352227754
1210,0.0011519926458958417
1211,0.0012544736050920813
1212,0.0012791386718948798
1213,0.0012700130584374027
1214,0.0011853102692216792
1215,0.0012820415878798432
1216,0.0012517410943580834
1217,0.0012749016933957652
1218,0.0012228851285535846
1219,0.001346986846205307
1220,0.0013495751624663906
1221,0.0017540339550865748
1222,0.0013289927483516792
1223,0.0017439721973384506
1224,0.0015147524329229486
1225,0.0014486665044666704
1226,0.0012269781014164164
1227,0.001240172224639277
1228,0.0013149614594532104
1229,0.001457892365882562
1230,0.0012433379073609298
1231,0.0012447462648717145
1232,0.0012978056609320061
1233,0.0012652694769795672
1234,0.0013895640509442816
1235,0.0014132669499582412
1236,0.001400520125333228
1237,0.0013144659783057857
1238,0.0014537106115673395
1239,0.001596794023790525
1240,0.0014091768723888166
1241,0.0014686102049702267
1242,0.0017724327365285565
1243,0.001537387976897646
1244,0.001446680562796538
1245,0.0014839964700307108
1246,0.001380684059382358
1247,0.0023515626769153183
1248,0.0014434293695036792
1249,0.0015804069814371196
1250,0.0011939541013125795
1251,0.0013129792479881673
1252,0.001309277236197031
1253,0.0013233581078636817
1254,0.0011579560719030028
1255,0.001340014480113632
1256,0.0012845010437218328
1257,0.001320842539453825
1258,0.0012334339616258381
1259,0.0015024747678454382
1260,0.0014227758339025451
1261,0.0014124092786161318
1262,0.0012919963145374767
1263,0.001618894071715177
1264,0.0013912110644813186
1265,0.0013838764931851154
1266,0.0012438365410265347
1267,0.0011743736830485164
1268,0.0012593806832032848
1269,0.0014826201995631542
1270,0.001257956967367462
1271,0.0012671194539182983
1272,0.0013077746746116478
1273,0.0013704362195320467
1274,0.0015609279397496565
1275,0.0011740534491107358
1276,0.0012855236555775668
1277,0.0014484022273456556
1278,0.0015049866931129074
1279,0.0012353533979565824
1280,0.0011684810342584187
1281,0.0014985857562709523
1282,0.0015408358758035089
1283,0.0013645184675806265
1284,0.0012404949738057862
1285,0.0014317468650451343
1286,0.0014514418801118232
1287,0.0013807890467823665
1288,0.0012203735380927512
1289,0.001703270850553496
1290,0.001282845502588809
1291,0.0013156574571075313
1292,0.0011920421046500433
1293,0.0014072557809978684
1294,0.0012182201466769801
1295,0.0012936697747793846
1296,0.0012645705798969592
1297,0.0013792394041064842
1298,0.0012103358300041241
1299,0.0015100755088841664
1300,0.0012752874456418146
1301,0.0015286213286219024
1302,0.0013864063645767438
1303,0.0016362313037744944
1304,0.0012304988348022347
1305,0.0014060531946391015
1306,0.0011216118595501064
1307,0.001096359123705761
1308,0.0011443388071195677
1309,0.0014721029590856784
1310,0.0012480473666715982
1311,0.001176445139767127
1312,0.00113307735823372
1313,0.0015064221258814447
1314,0.001327593045540754
1315,0.0014481630390927838
1316,0.0013215258653590948
1317,0.0013882020036803775
1318,0.0013175199330301617
1319,0.0014066171902010435
1320,0.0012767924194266999
1321,0.0013549856465057215
1322,0.0017453816530970069
1323,0.001318225260514273
1324,0.0013228612928766644
1325,0.001531527157976718
1326,0.001333524301375833
1327,0.0021421524718917046
1328,0.001291850450805993
1329,0.001449416277517522
1330,0.0011167116660693172
1331,0.001122498279126814
1332,0.0009722473207915228
1333,0.0013514055767443961
1334,0.0011256816892589617
1335,0.0010894394258731989
1336,0.000951408664179016
1337,0.001335012524531053
1338,0.0012109531811416185
1339,0.000998334701863025
1340,0.0011618379176849762
1341,0.0014202905324674651
1342,0.0011847075405896255
1343,0.0012468604777842941
1344,0.0010671887415927008
1345,0.0013071540924567177
1346,0.001132518527505602
1347,0.0014071296045077338
1348,0.0011393184217306956
1349,0.0013521011091880237
1350,0.001194227735836254
1351,0.0011628206773829383
1352,0.0011525884268799743
1353,0.0012694498496768221
1354,0.001348117549652051
1355,0.001259059376525065
1356,0.001092511020875395
1357,0.0012465955165810747
1358,0.0012318372715879732
1359,0.0011961887959491015
1360,0.0012040003393931837
1361,0.0012398110060475684
1362,0.0012656133446023977
1363,0.0012147908973490315
1364,0.001227527703176659
1365,0.0012662948793833043
1366,0.0012260760285723899
1367,0.0012065409647244755
1368,0.001140823208981419
1369,0.001158810228675521
1370,0.00109822514209155
1371,0.0012598927788873122
1372,0.0011366319581493968
1373,0.0011687367151241917
1374,0.0010595638294378937
1375,0.001367822740859133
1376,0.0011057085485448874
1377,0.0011518458949757449
1378,0.001153531649836096
1379,0.0010370820299916996
1380,0.0011272217208817105
1381,0.0012422151312412556
1382,0.0012293024784033315
1383,0.0011968381133453186
1384,0.0013552971444526613
1385,0.0012996493127270287
1386,0.0011725880800179014
1387,0.0010075416368127582
1388,0.0010289529276133198
1389,0.0012160001517776801
1390,0.001093945499658717
1391,0.0011303173166432277
1392,0.001103318251973953
1393,0.0011787646995121272
1394,0.0011230047367644356
1395,0.00154408985570858
1396,0.0011870304143699296
1397,0.0012885041556513416
1398,0.0010956968543971676
1399,0.001152325136599312
1400,0.0010142673362596155
1401,0.0013065826045654447
1402,0.001122519799556978
1403,0.001207078480570691
1404,0.0012243326220148989
1405,0.001236113021609667
1406,0.0011112825003531809
1407,0.00132104980010926
1408,0.0012634782447601338
1409,0.0012276119037313918
1410,0.0011048961362508413
1411,0.001243562368129438
1412,0.0012862468969687332
1413,0.0012833085466916392
1414,0.0011696322674136506
1415,0.0012904121643964174
1416,0.0010872532432342741
1417,0.0012589738140530342
1418,0.0010866475931060433
1419,0.0012754929605942238
1420,0.0011467030095740338
1421,0.001198592703948215
1422,0.001117840083916918
1423,0.0010801667704482174
1424,0.001166917376814746
1425,0.0011906289451488706
1426,0.0010045841956063453
1427,0.0012918034233557365
1428,0.0010867953002987503
1429,0.001023530981024752
1430,0.0010453961524290287
1431,0.0011082736466953478
1432,0.001088409081638724
1433,0.0011695921839223627
1434,0.0009916574201834119
1435,0.0011686764691295098
1436,0.0011756420302423563
1437,0.0011892216999724284
1438,0.0010373948785455164
1439,0.001281281345574482
1440,0.0011250905374016336
1441,0.0011159558963961952
1442,0.07825042798869782
1443,0.11647846056754231
1444,0.03983752518096199
1445,0.07000713623421642
1446,0.04093735712110701
1447,0.045562322671652396
1448,0.01974725188601752
1449,0.027369019649026778
1450,0.04053670374843357
1451,0.04335252424093317
1452,0.02696368979104766
1453,0.034757708422758646
1454,0.0056113286016930795
1455,0.004722912656323533
1456,0.0027779532607552938
1457,0.0026202115764156933
1458,0.002374815075045982
1459,0.002336957605246612
1460,0.0015890847541485827
1461,0.001396646016044113
1462,0.0014457909347224184
1463,0.0013575836179472005
1464,0.0011731577025379824
1465,0.0019198765518709513
1466,0.0016521825605372617
1467,0.0032223737061816307
1468,0.0017562386826677407
1469,0.004248322058689711
1470,0.001838181127358409
1471,0.004840643550265849
1472,0.001690940266155874
1473,0.004508080403038301
1474,0.0019217616628352562
1475,0.003730453180764149
1476,0.0018603090682413493
1477,0.004219472567407258
1478,0.0021764186637541947
1479,0.006520441507591905
1480,0.0016677692884929042
1481,0.0040676540880627094
1482,0.010214667756808541
1483,0.011473766440737282
1484,0.00516636179445246
1485,0.005575067018942108
1486,0.0016990506120255309
1487,0.0013668156675829268
1488,0.0010180960490703012
1489,0.0013739380569989124
1490,0.001264955248567454
1491,0.001487681318551217
1492,0.0012351466000798696
1493,0.0018789762895435294
1494,0.0014424360681481918
1495,0.0014440858521897078
1496,0.001351382037693017
1497,0.001849358953614813
1498,0.0014136227333865316
1499,0.0015130843676540457
1500,0.001425625249966439
1501,0.001956415652384367
1502,0.0016742735266243199
1503,0.0025595277156359474
1504,0.0016334660934847008
1505,0.0028917372964781013
1506,0.0019063361788417246
1507,0.0036188683822771907
1508,0.0017667488035177678
1509,0.004279084459684584
1510,0.0017098270525457112
1511,0.00486420959781472
1512,0.0016403105364260107
1513,0.004635778078450189
1514,0.0016061064766609299
1515,0.0033414615023151296
1516,0.001711307555402488
1517,0.004162743203489428
1518,0.001495103559978357
1519,0.005347067958607252
1520,0.0018307283406432363
1521,0.0031855439011718484
1522,0.0015832207754859027
